URL handle,Title,Tags,Status
beige-cotton-cloth-napkins-set-of-2,"Beige Cotton Cloth Napkins, Set of 2","100% cotton; reusable table linen, Beige, cat:gifts, cat:new-arrivals, cat:tabletop, Christmas, Cloth Napkin, Cotton, Entertaining, Everyday Celebrations, Everyday Use, Gifting, Gr, Hostess Gift, Housewarming, Minimalist, Organic Modern, Scandinavian, seg:first-dinner-party, seg:the-full-table, Thank-You, Thanksgiving, The Dinner Party, The Sunday Table, Wedding Season, kit:eligible",Active
beige-cotton-rectangular-dining-tablecloth-55-1-x-94-5-in,"Beige Cotton Rectangular Dining Tablecloth, 55.1 x 94.5 in","100% cotton; washable care; neutral beige color, Beige, cat:new-arrivals, cat:tabletop, Christmas, Cotton, Dinner Party, Entertaining, Everyday Use, Hostess Gift, Housewarming, Minimalist, Organic Modern, Scandinavian, Tablecloth, Thanksgiving, The Art of the Table, The Dinner Party, The Sunday Table, Wedding, Wedding Season, kit:eligible",Active
beige-fringed-cotton-tablecloth-55-x-94-in,"Beige Fringed Cotton Tablecloth, 55 x 94 in","100% cotton; 200 GSM weight; fringed border, Beige, cat:new-arrivals, cat:tabletop, Christmas, Cotton, Décor & Styling, Easter, Entertaining, Everyday Use, Gsm, Hostess Gift, Housewarming, Minimalist, Organic Modern, Scandinavian, seg:the-first-kitchen, Tablecloth, Thanksgiving, The Host's Touch, The Sunday Table, Wedding, Weekend Gatherings, kit:eligible",Active
beige-fringed-placemat,Beige Fringed Placemat,"50% polyester and 50% cotton; neutral beige with fringed edges, Beige, cat:new-arrivals, cat:tabletop, Coastal, Cotton, Dinner Party, Entertaining, Everyday Use, Hostess Gift, Housewarming, Minimalist, Organic Modern, Placemat, Polyester, Self-Gift, Thanksgiving, The Host's Touch, The Sunday Table, Wedding Season, Weekend Gatherings, kit:eligible",Active
beige-lunch-box-bag-with-shoulder-strap,Beige Lunch Box Bag with Shoulder Strap,"and front pocket, Beige, Birthday, cat:kitchen, cat:new-arrivals, Everyday Use, Gifting, Graduation, Graduation Season, Just Because, Lunch Bag, Minimalist, Organic Modern, Outdoor & Patio, Outdoor Living, Scandinavian, Self-Gift, Slow Mornings, Soft-sided 9.1 in (23 cm) form with shoulder strap, top handle, zip closure, kit:eligible",Active
beige-ribbed-pillar-candle-unscented-5-9-in,"Beige Ribbed Pillar Candle, Unscented 5.9 in","Beige, Candlelit Dinners, cat:home-fragrance, cat:new-arrivals, Cera, Christmas, Décor & Styling, Entertaining, Gifting, Hostess Gift, Housewarming, Japandi, Just Because, Minimalist, New Year, Organic Modern, Paraffin, Pillar Candle, ROMANO, seg:someone-in-mind, Slow Evenings, Soja, Thanksgiving, The Host's Touch, Unscented; 50% paraffin and 50% soy wax blend., kit:eligible",Active
beige-spiral-taper-candles-9-8-in-set-of-2,"Beige Spiral Taper Candles, 9.8 in, Set of 2","Beige, Candlelit Dinners, cat:gifts, cat:home-fragrance, cat:new-arrivals, Cera, Christmas, Décor & Styling, Entertaining, ESPIRAL, Gifting, Hostess Gift, Housewarming, Just Because, Minimalist, Organic Modern, Paraffin, Slow Evenings, Soja, Taper Candle, Thanksgiving, The Host's Touch, Unscented; paraffin-soy wax blend, Wabi-Sabi, Wedding Season, kit:eligible",Active
belina-brown-glass-candle-holder,Belina Brown Glass Candle Holder,"100% soda-lime glass; compact sculptural profile; indoor decorative use, Brown, Candle Holder, Candlelit Dinners, cat:decor, cat:new-arrivals, Christmas, Décor & Styling, Entertaining, Gifting, Glass, Hostess Gift, Housewarming, Lime, Minimalist, Organic Modern, Self-Gift, Slow Evenings, Soda, Thanksgiving, The Host's Touch, Wabi-Sabi, Wedding Season, kit:eligible",Active
belina-gray-glass-candle-holder,Belina Gray Glass Candle Holder,"100% soda-lime glass; hand wash with cool water and dry immediately, Candle Holder, Candlelit Dinners, cat:decor, cat:new-arrivals, Christmas, Décor & Styling, Everyday Use, Gifting, Glass, Gray, Hostess Gift, Housewarming, Lime, Minimalist, New Year, Organic Modern, Self-Gift, Slow Evenings, Soda, Thanksgiving, The Host's Touch, Wabi-Sabi, kit:eligible",Active
berlin-clear-glass-tumblers-14-2-fl-oz-set-of-2,"Berlin Clear Glass Tumblers, 14.2 fl oz, Set of 2","Bar & Barware, cat:bar-glassware, cat:gifts, cat:new-arrivals, Clear, Clear 100% glass; set of 2, Cocktail Hour, Everyday Use, Gifting, Glass, Hostess Gift, Hostess Gifts, Housewarming, Just Because, Minimalist, Organic Modern, Scandinavian, seg:season-opener, seg:the-first-kitchen, The Well-Set Bar, Tumbler Glass, Wedding Season, gift-glass",Active
berry-artificial-garland-70-9-in-180-cm,"Berry Artificial Garland, 70.9 in (180 cm)","Artificial Garland, cat:decor, cat:new-arrivals, Christmas, Classic/Heritage, Décor & Styling, Easy dry-cloth cleaning; no watering or extra care required., Entertaining, Gifting, Green, Holiday Gift, Holiday Traditions, Hostess Gift, Housewarming, Organic Modern, Polietileno, Scandinavian, Seasonal Tables, seg:someone-in-mind, Thanksgiving, The Host's Touch, kit:eligible",Active
beta-ivory-ribbed-unscented-candle,Beta Ivory Ribbed Unscented Candle,"BETA, Candlelit Dinners, cat:home-fragrance, cat:new-arrivals, Cera, Christmas, Décor & Styling, Entertaining, Everyday Beauty, Gifting, Hostess Gift, Housewarming, Ivory, Japandi, Minimalist, New Year, Organic Modern, Paraffin, Pillar Candle, seg:someone-in-mind, Soja, Thank-You, Thanksgiving, The Host's Touch, Unscented; 50% paraffin and 50% soy wax blend; ribbed sculptural form, kit:eligible",Active
bettina-clear-acrylic-pepper-mill-with-ceramic-grinder,Bettina Clear Acrylic Pepper Mill with Ceramic Grinder,"Abs, Acrylic, Aluminum, BETTINA, cat:new-arrivals, cat:tabletop, Ceramic, Christmas, Clear, Clear acrylic body; ceramic grinder, Copper, Entertaining, Everyday Celebrations, Everyday Use, Hostess Gift, Housewarming, Minimalist, Organic Modern, Pepper Mill, Scandinavian, seg:the-full-table, Serving, Stainless steel, Thank-You, Thanksgiving, The Dinner Party, The Host's Touch, Wedding Season, kit:eligible",Active
bettina-clear-acrylic-salt-shaker,Bettina Clear Acrylic Salt Shaker,"Abs, Acrylic, BETTINA, cat:new-arrivals, cat:tabletop, Classic/Heritage, Clear, Clear fill-level view; adjustable mill-style top; refillable design, Cooking Together, Everyday Use, Gifting, Hostess Gift, Housewarming, Just Because, Minimalist, Organic Modern, Salt Shaker, Serving, Stainless steel, The Host's Touch, The Sunday Table, kit:eligible",Active
beverage-dispenser-with-cork-lid-101-4-fl-oz-3-l,"Beverage Dispenser with Cork Lid, 101.4 fl oz (3 L)","Bar & Barware, Beverage Dispenser, cat:new-arrivals, cat:tabletop, Christmas, Clear, Cocktail Hour, Corcho, Dishwasher-safe; clear soda-lime glass; cork lid, Entertaining, Fourth of July, Glass, Hostess Gift, Housewarming, Minimalist, Open-Door Hospitality, Organic Modern, Polypropylene, Scandinavian, seg:season-opener, seg:the-first-kitchen, Serving, Sodalime, Thanksgiving, Wedding, Weekend Gatherings, kit:eligible",Active
black-12-piece-glass-spice-rack-set,Black 12-Piece Glass Spice Rack Set,"Black, cat:gifts, cat:kitchen, cat:new-arrivals, Cooking & Baking, Cooking Together, Dishwasher-safe 12-piece organization; clear soda-lime glass jars, ESPECIAS NEGRO, Everyday Use, Gifting, Glass, Graduation Season, Hostess Gift, Housewarming, Minimalist, Mother's Day, Organic Modern, Pp, Scandinavian, seg:first-dinner-party, seg:weeknight-ceremony, Self-Gift, Sodocalcico, Spice Rack Set, Stainless steel, The Housewarming, The Sunday Table, Wedding Season, kit:eligible",Active
black-6-jar-rotating-spice-rack-set,Black 6-Jar Rotating Spice Rack Set,"Bauhaus, Black, cat:gifts, cat:kitchen, cat:new-arrivals, Christmas, Cooking & Baking, Cooking Together, Dishwasher-safe; six glass jars with a rotating base, ESPECIAS NEGRO, Everyday Use, Gifting, Glass, Hostess Gift, Housewarming, Japandi, Minimalist, Mother's Day, Pp, seg:first-dinner-party, seg:weeknight-ceremony, Sodocalcico, Spice Jar Set, Stainless steel, The Housewarming, The Sunday Table, Wedding, Wedding Season, kit:eligible",Active
black-9-cup-aluminum-moka-pot,Black 9 Cup Aluminum Moka Pot,"9-cup capacity; aluminum construction for concentrated stovetop coffee, Aluminum, Black, cat:new-arrivals, cat:tabletop, Christmas, Coffee & Tea, Everyday Use, Father's Day, Gifting, Housewarming, Minimalist, MOKA, Moka Pot, Mother's Day, Organic Modern, Polypropylene, Scandinavian, seg:weeknight-ceremony, Self-Gift, Slow Mornings, The Coffee Ritual, The Housewarming, Wedding, kit:eligible",Active
black-aluminum-frying-pan-with-glass-lid-7-1-in-18-cm,"Black Aluminum Frying Pan with Glass Lid, 7.1 in (18 cm)","A Table for One, ALUMINIO NEGRO, Aluminum, Aluminum body with coated cooking surface; borosilicate glass lid, Baquelita, Black, cat:kitchen, cat:new-arrivals, Cooking & Baking, Cooking Together, Everyday Use, Frying Pan, Gifting, Glass, Hostess Gift, Housewarming, Japandi, Minimalist, Organic Modern, seg:weeknight-ceremony, Self-Gift, Silicone, The Overnight Guest, Wedding Season, kit:eligible",Active
black-aluminum-frying-pan-with-lid-8-7-in-22-cm,"Black Aluminum Frying Pan with Lid, 8.7 in (22 cm)","ALUMINIO NEGRO, Aluminum, Baquelita, Black, cat:kitchen, cat:new-arrivals, Cooking & Baking, Cooking Together, Everyday Use, Frying Pan with Lid, Gifting, Glass, Housewarming, Japandi, Minimalist, Organic Modern, Quick-heating aluminum body; clear borosilicate glass lid, seg:weeknight-ceremony, Self-Gift, Silicone, Slow Mornings, The Housewarming, Wedding, Wedding Season, kit:eligible",Active
black-and-white-marble-and-slate-picture-frame-8-3-in-21-cm,"Black and White Marble and Slate Picture Frame, 8.3 in (21 cm)","50% marble and 50% slate; black-and-white line design, A Gift with a Story, BLANCO Y NEGRO, cat:decor, cat:new-arrivals, Décor & Styling, Everyday Use, Gifting, Hostess Gift, Housewarming, Marble, Minimalist, Organic Modern, Picture Frame, Pizarra, The Collected Home, The Host's Touch, Wabi-Sabi, Wedding, Wedding Season, White, kit:eligible",Active
black-and-white-marble-slate-coasters-set-of-4,"Black and White Marble & Slate Coasters, Set of 4","Bar & Barware, BLANCO Y NEGRO, cat:gifts, cat:new-arrivals, cat:tabletop, Christmas, Coaster Set, Cocktail Hour, Entertaining, Everyday Use, Hostess Gift, Housewarming, Japandi, Marble, Minimalist, Natural marble and slate; set of 4, New Year, Organic Modern, Pizarra, Thank-You, Thanksgiving, The Housewarming, The Well-Set Bar, White, kit:eligible",Active
black-and-white-marble-slate-picture-frame,Black and White Marble & Slate Picture Frame,"BLANCO Y NEGRO, cat:decor, cat:new-arrivals, Décor & Styling, Everyday Use, Gifting, Hostess Gifts, Housewarming, Made with 50% marble and 50% slate; crisp black-and-white stone design, Marble, Minimalist, Mother's Day, Objects with Stories, Organic Modern, Picture Frame, Pizarra, Thank-You, The Collected Home, Wabi-Sabi, Wedding, Wedding Season, White, kit:eligible",Active
black-and-white-marble-slate-picture-frame-10-2-in,"Black and White Marble Slate Picture Frame, 10.2 in","50% marble and 50% slate; black-and-white line design, BLANCO Y NEGRO, cat:decor, cat:new-arrivals, Décor & Styling, Everyday Use, Gifting, Housewarming, Marble, Minimalist, Objects with Stories, Organic Modern, Picture Frame, Pizarra, Thank-You, The Collected Home, The Housewarming, Wabi-Sabi, Wedding, Wedding Season, White, kit:eligible",Active
black-and-white-marble-slate-picture-frame-8-3-x-6-3-in-21-x-16-cm,"Black-and-White Marble & Slate Picture Frame, 8.3 x 6.3 in (21 x 16 cm)","50% marble and 50% slate; black-and-white natural stone., BLANCO Y NEGRO, cat:decor, cat:new-arrivals, Christmas, Classic/Heritage, Décor & Styling, Everyday Use, Gifting, Housewarming, Marble, Minimalist, Mother's Day, Objects with Stories, Organic Modern, Picture Frame, Pizarra, Thank-You, The Collected Home, The Housewarming, Wedding, Wedding Season, White, kit:eligible",Active
black-blade-meat-tenderizer-with-stainless-steel-blades,Black Blade Meat Tenderizer with Stainless Steel Blades,"Abs, Black, cat:kitchen, cat:new-arrivals, Cooking & Baking, Cooking Together, Dishwasher-safe; stainless steel prongs; compact push-down design, Everyday Use, Father's Day, Gifting, Hostess Gift, Housewarming, Meat Tenderizer, Minimalist, Organic Modern, Plastic, Polypropylene, Scandinavian, Self-Gift, Stainless steel, Thanksgiving, The Backyard BBQ, The Host's Touch, kit:eligible",Active
black-borosilicate-glass-french-press-20-3-fl-oz,"Black Borosilicate Glass French Press, 20.3 fl oz","BASICS, Black, Borosilicate glass body; reusable metal filter, cat:new-arrivals, cat:tabletop, Christmas, Coffee & Tea, Entertaining, Everyday Use, French Press, Glass, Hostess Gift, Housewarming, Minimalist, Mother's Day, Organic Modern, Polypropylene, Scandinavian, seg:weeknight-ceremony, Slow Mornings, Stainless steel, Thank-You, The Coffee Ritual, The Overnight Guest, Wedding Season, kit:eligible",Active
black-cast-iron-burger-press-with-wood-handle,Black Cast Iron Burger Press with Wood Handle,"90% cast iron construction; hardwood handle, BBQ, Black, Burger Press, cat:new-arrivals, cat:outdoor, Classic/Heritage, Cooking & Baking, Dura, Entertaining, Father's Day, Fourth of July, Fundido, Game Day, Hostess Gift, Housewarming, Iron, Minimalist, Organic Modern, Outdoor & Patio, Outdoor Living, Self-Gift, The Backyard BBQ, Wood, kit:eligible",Active
black-cast-iron-fondue-set,Black Cast Iron Fondue Set,"Black, Cast iron heat retention; 40.6 fl oz (1200 mL) capacity; hand wash recommended, cat:new-arrivals, cat:tabletop, Christmas, Dinner Party, Entertaining, Fondue Set, Fundido, Hostess Gift, Housewarming, Iron, Minimalist, New Year, Organic Modern, Plastic, Scandinavian, seg:the-full-table, Serving, The Dinner Party, The Gift That Becomes a Tradition, The Host's Touch, Valentine's Day, Wedding, kit:eligible",Active
black-copper-nonstick-saucepan-with-lid,Black Copper Nonstick Saucepan with Lid,"Abrasion-resistant nonstick; quick, Aluminum, Bauhaus, Black, cat:kitchen, cat:new-arrivals, Cooking & Baking, Cooking Together, even-heating aluminum body, Everyday Use, Gifting, Glass, Graduation Season, Housewarming, MANGO COPPER, Minimalist, Organic Modern, Saucepan, seg:the-first-kitchen, seg:weeknight-ceremony, Self-Gift, Slow Evenings, Stainless steel, The Host's Touch, Wedding, Wedding Season, kit:eligible",Active
black-double-dish-drainer-with-utensil-holder,Black Double Dish Drainer with Utensil Holder,"Aluminum, Black, cat:kitchen, cat:new-arrivals, Cooking & Baking, Cooking Together, Dish Drying Rack, Entertaining, Everyday Use, Graduation Season, Housewarming, Minimalist, Open-Door Hospitality, Polypropylene, Scandinavian, seg:first-dinner-party, seg:the-first-kitchen, Self-Gift, The Host's Touch, Two-tier storage; divided utensil holder; aluminum and polypropylene construction, Wedding, Wedding Season, kit:eligible",Active
black-double-wall-insulated-travel-tumbler-13-5-fl-oz,"Black Double-Wall Insulated Travel Tumbler, 13.5 fl oz","Black, BPA-free; double-wall construction, cat:new-arrivals, cat:outdoor, Coffee & Tea, Everyday Use, Father's Day, Housewarming, Minimalist, Organic Modern, Outdoor & Patio, Outdoor Living, Polypropylene, Resorte, Self-Gift, Silicone, Stainless steel, Thank-You, The Coffee Ritual, The Overnight Guest, Travel Tumbler, kit:eligible",Active
black-double-wall-insulated-tumbler-with-lid-10-1-fl-oz,"Black Double-Wall Insulated Tumbler with Lid, 10.1 fl oz","As, Black, cat:new-arrivals, cat:outdoor, Christmas, Cocktail Hour, Coffee & Tea, Double-wall construction; fitted lid, Everyday Use, Father's Day, Hostess Gift, Housewarming, Insulated Tumbler, Minimalist, Organic Modern, Outdoor & Patio, Outdoor Living, Plastic, Scandinavian, Self-Gift, Silicone, Stainless steel, The Coffee Ritual, kit:eligible",Active
black-double-wall-stainless-steel-tumbler-with-lid-10-8-fl-oz,"Black Double-Wall Stainless Steel Tumbler with Lid, 10.8 fl oz","As, Black, cat:new-arrivals, cat:outdoor, Coffee & Tea, Double-wall stainless steel body; fitted lid., Everyday Use, Father's Day, Graduation Season, Hostess Gift, Housewarming, Insulated Tumbler, Minimalist, Organic Modern, Outdoor & Patio, Outdoor Living, Plastic, seg:weeknight-ceremony, Self-Gift, Silicone, Stainless steel, The Coffee Ritual, The Tea Ritual, kit:eligible",Active
black-double-wall-thermos-with-handle-23-7-fl-oz,"Black Double-Wall Thermos with Handle, 23.7 fl oz","Birthday, Black, BPA-free travel mug; double-wall insulation holds cold drinks up to 8 hours and hot drinks up to 4 hours., cat:new-arrivals, cat:outdoor, Christmas, Coffee & Tea, Construccion, Corporate/Client, Doble, Everyday Use, Father's Day, Gifting, Graduation Season, Insulated Travel Mug, Minimalist, Organic Modern, Pared, Polypropylene, seg:weeknight-ceremony, Stainless steel, Thank-You, The Coffee Ritual, The Overnight Guest, The Tea Ritual, kit:eligible",Active
black-electronic-kitchen-scale-33-lb-15-kg,"Black Electronic Kitchen Scale, 33 lb (15 kg)","33 lb (15 kg) capacity; tempered glass top; waterproof body; high-resolution LCD, Black, cat:kitchen, cat:new-arrivals, Christmas, Cooking & Baking, Cooking Together, Electronic Kitchen Scale, Everyday Use, Galvanizado, Gifting, Glass, GRAMERA, Housewarming, Minimalist, Organic Modern, Plastic, Recipes Worth Passing Down, Scandinavian, Self-Gift, Silicone, Steel, Templado, The Housewarming, Wedding, Wedding Season, kit:eligible",Active
black-forged-aluminum-nonstick-cookware-set-8-piece,"Black Forged Aluminum Nonstick Cookware Set, 8-Piece","ALUMINIO NEGRO, Aluminum, Baquelita, Black, cat:gifts, cat:kitchen, cat:new-arrivals, Cooking & Baking, Cooking Together, Cookware Set, Everyday Use, Forged aluminum construction; black granite-look nonstick coating; glass lids for covered pots., Gifting, Graduation Season, Housewarming, Japandi, Minimalist, Organic Modern, seg:first-dinner-party, seg:the-first-kitchen, seg:weeknight-ceremony, Self-Gift, Silicone, The Housewarming, The Sunday Table, Viddrio, Wedding, Wedding Season, kit:eligible",Active
black-glass-pour-over-coffee-maker-with-filter,Black Glass Pour Over Coffee Maker with Filter,"Black, Breakfast in Bed, CAFE, cat:new-arrivals, cat:tabletop, Christmas, Coffee & Tea, Everyday Use, Father's Day, Gifting, Glass carafe with included metal mesh filter, Housewarming, Minimalist, Mother's Day, Organic Modern, Pour Over Coffee Maker, Scandinavian, seg:weeknight-ceremony, Self-Gift, Slow Mornings, Thank-You, The Coffee Ritual, kit:eligible",Active
black-handheld-coffee-frother-with-stand,Black Handheld Coffee Frother with Stand,"Black, Breakfast in Bed, cat:new-arrivals, cat:tabletop, Christmas, Coffee & Tea, Everyday Use, Father's Day, Gifting, Handheld Frother, Hostess Gift, Housewarming, Includes support stand; works in hot and cold beverages; multiuse for foam and light egg beating, Metal, Minimalist, Mother's Day, Organic Modern, Plastic, Scandinavian, seg:weeknight-ceremony, Self-Gift, Slow Mornings, The Coffee Ritual, kit:eligible",Active
black-handle-chef-knife-stainless-steel,"Black Handle Chef Knife, Stainless Steel","cat:kitchen, cat:new-arrivals, Chef Knife, Christmas, Cooking & Baking, Cooking Together, Everyday Use, Gifting, Housewarming, Minimalist, Organic Modern, Plastic, Scandinavian, seg:the-first-kitchen, Self-Gift, Silver, Stainless steel, Stainless steel blade with black plastic handle; hand-wash care helps preserve the edge., The Housewarming, The Sunday Table, Wedding, Wedding Season, kit:eligible",Active
black-handle-stainless-steel-utility-knife,Black Handle Stainless Steel Utility Knife,"cat:kitchen, cat:new-arrivals, Cooking & Baking, Cooking Together, Everyday Use, Gifting, Hostess Gift, Housewarming, Minimalist, Organic Modern, Plastic, seg:the-first-kitchen, Silver, Stainless steel, Stainless steel blade with a steady black handle; compact length for controlled prep., The Host's Touch, The Sunday Table, Utility Knife, Wedding, Wedding Season, kit:eligible",Active
black-iron-wire-napkin-holder,Black Iron Wire Napkin Holder,"Alambre, ALUMINIO NEGRO, Black, cat:new-arrivals, cat:tabletop, Christmas, Cocktail Hour, dry cloth care, Entertaining, Gifting, Hostess Gift, Housewarming, Iron, Iron wire construction; raised ball feet; soft, Minimalist, Napkin Holder, Open-Door Hospitality, Organic Modern, Serving, Thank-You, Thanksgiving, The Host's Touch, Wedding Season, kit:eligible",Active
black-manual-pasta-machine-with-countertop-clamp,Black Manual Pasta Machine with Countertop Clamp,"A Gift with a Story, Abs, Black, cat:kitchen, cat:new-arrivals, Christmas, Cooking & Baking, Cooking Together, Entertaining, Gifting, Hostess Gift, Housewarming, Manual Pasta Maker, MAQUINA PASTA, Minimalist, Organic Modern, Plastic, Scandinavian, seg:weeknight-ceremony, Stainless steel, Stainless steel and black ABS plastic; hand-crank operation with countertop clamp, Wedding, Wedding Season, Weekend Gatherings, kit:eligible",Active
black-moka-pot-6-cup-stovetop-coffee-maker,"Black Moka Pot, 6-Cup Stovetop Coffee Maker","A Gift with a Story, Aluminum, Black, cat:new-arrivals, cat:tabletop, Christmas, Coffee & Tea, espresso-style stovetop coffee; boxed matte black presentation, Everyday Use, Father's Day, Gifting, Housewarming, Minimalist, MOKA, Moka Pot, Mother's Day, Organic Modern, Polypropylene, Scandinavian, seg:weeknight-ceremony, Self-Gift, Slow Mornings, Strong, Thank-You, The Coffee Ritual, kit:eligible",Active
black-nonstick-mini-saucepan-5-5-in,"Black Nonstick Mini Saucepan, 5.5 in","A Table for One, Aluminum, Baquelita, Black, cat:kitchen, cat:new-arrivals, Cooking & Baking, Cooking Together, Everyday Use, Gifting, Graduation Season, Housewarming, Induction-compatible; enhanced nonstick performance; more abrasion-resistant construction, Japandi, Mini Saucepan, Minimalist, Organic Modern, seg:weeknight-ceremony, Self-Gift, The Host's Touch, Wedding, Wedding Season, kit:eligible",Active
black-refillable-kitchen-torch,Black Refillable Kitchen Torch,"Black, cat:kitchen, cat:new-arrivals, Christmas, Cooking & Baking, Culinary Torch, Entertaining, Gifting, Hostess Gift, Housewarming, Minimalist, Organic Modern, Pistola, Plastic, Refillable butane design; adjustable flame with safety button, seg:the-full-table, Self-Gift, Stainless steel, Tanque, The Art of the Table, The Dinner Party, The Host's Touch, Wedding Season, kit:eligible",Active
black-resin-dice-box,Black Resin Dice Box,"Bauhaus, Black, cat:decor, cat:new-arrivals, Christmas, Decorative Dice Box, Décor & Styling, Entertaining, Game Night, Gifting, Hostess Gift, Hostess Gifts, Housewarming, Just Because, Lidded dice storage; 70% resin and 30% MDF construction., MDF, Minimalist, Resin, seg:someone-in-mind, Thanksgiving, The Well-Set Bar, kit:eligible",Active
black-resin-playing-card-box,Black Resin Playing Card Box,"Bauhaus, Black, cat:decor, cat:new-arrivals, Christmas, Classic/Heritage, dry cloth., Décor & Styling, Entertaining, Father's Day, Game Night, Gifting, Hostess Gift, Hostess Gifts, Housewarming, Just Because, Lidded card storage; wipe clean with a soft, MDF, Minimalist, Playing Card Box, Resin, seg:someone-in-mind, The Well-Set Bar, kit:eligible",Active
black-silicone-coasters-for-drinks-set-of-4,"Black Silicone Coasters for Drinks, Set of 4","Black, cat:gifts, cat:new-arrivals, cat:tabletop, Christmas, Coaster, Cocktail Hour, Entertaining, Everyday Use, Hostess Gift, Housewarming, Japandi, Minimalist, New Year, Non-slip silicone; dishwasher-safe, Organic Modern, Outdoor & Patio, Outdoor Living, seg:first-dinner-party, Self-Gift, SILICONA NEGRA, Silicone, Thanksgiving, The Coffee Ritual, kit:eligible",Active
black-square-iron-wire-napkin-holder,Black Square Iron Wire Napkin Holder,"100% iron wire; raised wire base helps keep paper napkins off the table surface, Alambre, ALUMINIO NEGRO, Bauhaus, Black, cat:new-arrivals, cat:tabletop, Entertaining, Everyday Use, Hostess Gift, Housewarming, Iron, Minimalist, Napkin Holder, Scandinavian, Serving, Thank-You, Thanksgiving, The Host's Touch, The Sunday Table, Wedding Season, Weekend Gatherings, kit:eligible",Active
black-stainless-steel-insulated-bottle-25-4-fl-oz,"Black Stainless Steel Insulated Bottle, 25.4 fl oz","Black, BPA-free; double-wall insulated stainless steel, cat:new-arrivals, cat:outdoor, Everyday Celebrations, Everyday Use, Gifting, Graduation Season, Hostess Gift, Housewarming, Insulated Bottle, Minimalist, Organic Modern, Outdoor & Patio, Outdoor Living, Polypropylene, Scandinavian, Self-Gift, Silicone, Stainless steel, The Overnight Guest, kit:eligible",Active
black-stainless-steel-insulated-tumbler-with-straw-handle-30-4-fl-oz,"Black Stainless Steel Insulated Tumbler with Straw & Handle, 30.4 fl oz","Black, BPA-free; double-wall insulated stainless steel body, cat:new-arrivals, cat:outdoor, Caucho, Everyday Use, Father's Day, Fourth of July, Gifting, Graduation, Graduation Season, Housewarming, Insulated Tumbler, Minimalist, Open-Door Hospitality, Organic Modern, Outdoor & Patio, Outdoor Living, Polypropylene, Poolside, Scandinavian, Self-Gift, Stainless steel, Termoplástico, kit:eligible",Active
black-two-stage-knife-sharpener,Black Two-Stage Knife Sharpener,"Black, cat:kitchen, cat:new-arrivals, Ceramic, Christmas, Cooking & Baking, Cooking Together, Everyday Use, Father's Day, Gifting, Hostess Gift, Housewarming, Knife Sharpener, Minimalist, Mother's Day, Organic Modern, Pp, Recipes Worth Passing Down, Scandinavian, Self-Gift, Steel, The Host's Touch, TPR, Tungsten steel coarse slot and ceramic fine slot; compact 3.9 in (10 cm) handheld size., Tungsteno, kit:eligible",Active
black-white-resin-domino-set,Black & White Resin Domino Set,"Bauhaus, cat:decor, cat:gifts, cat:new-arrivals, Christmas, Compact storage case; black-and-white pips for easy reading., Domino Set, Décor & Styling, Entertaining, Father's Day, Game Night, Gifting, Hostess Gift, Housewarming, Just Because, MDF, Minimalist, Resin, Scandinavian, seg:first-dinner-party, seg:someone-in-mind, The Host's Touch, Weekend Gatherings, White, kit:eligible",Active
black-wine-opener-with-one-button-electric-pull,Black Wine Opener with One-Button Electric Pull,"Abs, Bar & Barware, Bauhaus, Black, cat:bar-glassware, cat:new-arrivals, Christmas, Cocktail Hour, Electric Corkscrew, Entertaining, Father's Day, Gifting, Hostess Gift, Housewarming, Minimalist, One-button cork extraction; secure bottle alignment for precise pulls., Organic Modern, Polycarbonate, seg:season-opener, The Well-Set Bar, Wedding, Wedding Season, Wine Night, kit:eligible",Active
black-wood-tone-french-press-coffee-maker-33-8-fl-oz,"Black & Wood-Tone French Press Coffee Maker, 33.8 fl oz","Black, Borosilicate glass carafe; reusable stainless steel plunger filter, cat:new-arrivals, cat:tabletop, Christmas, Coffee & Tea, Entertaining, Father's Day, French Press, Gifting, Glass, Hostess Gift, Housewarming, Japandi, Mother's Day, Organic Modern, Polypropylene, PRENSA, Scandinavian, seg:weeknight-ceremony, Self-Gift, Slow Mornings, Stainless steel, The Coffee Ritual, The Host's Touch, kit:eligible",Active
black-wood-tone-glass-french-press-11-8-fl-oz,"Black Wood-Tone Glass French Press, 11.8 fl oz","Black, Borosilicate glass carafe; reusable stainless steel mesh filter; compact single-serve capacity, Breakfast in Bed, cat:new-arrivals, cat:tabletop, Christmas, Coffee & Tea, Everyday Use, Father's Day, French Press, Gifting, Glass, Hostess Gift, Housewarming, Minimalist, Mother's Day, Organic Modern, Polypropylene, PRENSA, Scandinavian, seg:weeknight-ceremony, Self-Gift, Slow Mornings, Stainless steel, The Coffee Ritual, kit:eligible",Active
blow-acrylic-short-tumbler-clear,"Blow Acrylic Short Tumbler, Clear","100% acrylic; top-rack dishwasher safe, Acrylic, Bar & Barware, BLOW, cat:new-arrivals, cat:outdoor, Clear, Coastal, Cocktail Hour, Entertaining, Fourth of July, Hostess Gift, Housewarming, Minimalist, Organic Modern, Outdoor & Patio, Outdoor Living, Poolside, seg:season-opener, Self-Gift, Short Tumbler, kit:eligible",Active
